city,latitude,longitude,name,province
West Columbia,33.9387,-81.15081,Subway,SC
Las Vegas,36.19737,-115.22374,Domino's Pizza,NV
Bronx,40.8397,-73.9179,Burger King,NY
Port Townsend,48.10824,-122.78049,McDonalds,WA
Mesa,33.433998,-111.864915,Arby's,AZ
Decatur,33.810054,-84.27391,Checkers,GA
Louisville,38.1544,-85.8355,Chick-fil-A,KY
Albuquerque,35.195614,-106.65914,Blake's Lotaburger,NM
Silver Spring,39.05663,-76.96551,QDOBA Mexican Eats,MD
Pleasant Grove,40.3661,-111.75341,SONIC Drive In,UT
Rapid City,44.0629,-103.23203,Sonic Drive In,SD
Rapid City,44.05863,-103.23139,Taco Bell,SD
Sioux Falls,43.53146,-96.7317,Slim Chickens,SD
West Jordan,40.60958,-112.02424,Domino's Pizza,UT
Hot Springs,43.422072,-103.463267,Taco John's,SD
Rapid City,44.069534,-103.191684,Taco John's,SD
Rapid City,44.08781,-103.19631,Taco Bell,SD
Salt Lake City,40.696875,-111.958989,Pizza Hut,UT
Sturgis,44.41474,-103.51054,Domino's Pizza,SD
Eagle Mountain,40.3472,-111.9888,Domino's Pizza,UT
Aberdeen,45.459157,-98.45564,Taco John's,SD
Sturgis,44.39277,-103.501601,Arby's,SD
Winner,43.3765,-99.84679,SUBWAY,SD
Ogden,41.157761,-111.93974,McDonald's,UT
Hill Afb,41.11039,-111.98088,Domino's Pizza,UT
Watertown,44.890139,-97.118105,Taco John's,SD
Bountiful,40.88416,-111.89258,Taco Bell,UT
Clearfield,41.14085,-112.06388,McDonald's,UT
Mitchell,43.69599,-98.01628,McDonald's,SD
Bountiful,40.86171,-111.8954,McDonald's,UT
Salt Lake City,40.64971,-111.93909,Jimmy John's,UT
Salt Lake City,40.65294,-111.98338,Jimmy John's,UT
Sisseton,45.660161,-97.046164,Taco John's,SD
Sioux City,42.54169,-96.3591,Domino's Pizza,IA
Harlingen,26.19854,-97.67991,McDonald's,TX
Rapid City,44.05467,-103.20965,Domino's Pizza,SD
Rapid City,44.108481,-103.20795,Taco John's,SD
Philadelphia,39.97937,-75.15543,Chick-Fil-A,PA
Park City,40.72553,-111.54582,Arby's,UT
Ogden,41.24413,-111.98008,Jimmy John's,UT
Wichita Falls,33.89998,-98.49614,McDonald's,TX
Sandy,40.588234,-111.872223,Domino's Pizza,UT
Rapid City,44.07818,-103.25059,SONIC Drive In,SD
Mitchell,43.69436,-98.01275,Jimmy John's,SD
Portage,41.55068,-87.1814,Domino's Pizza,IN
North Charleston,32.853694,-80.010786,Checkers,SC
West Lafayette,40.45382,-86.9171,Taco Bell,IN
Mc Cordsville,39.92842,-85.91918,McDonald's,IN
Summerville,33.04159,-80.1358,Pizza Hut,SC
Orangeburg,33.48226,-80.86612,Cookout,SC
Camden,34.246905,-80.599273,McDonald's,SC
Orangeburg,33.520946,-80.88219,McDonald's,SC
Camden,34.2466,-80.598,Sonic Drive-In,SC
Paoli,38.56737,-86.46485,Taco Bell,IN
Evansville,37.97442,-87.63938,Penn Station East Coast Subs,IN
North Charleston,32.8542,-80.0115,Domino's Pizza,SC
Greenfield,39.78416,-85.78489,Taco Bell,IN
Paragon,39.46395,-86.60371,Domino's Pizza,IN
Jasper,38.38934,-86.94105,Rally's,IN
Carmel,39.95724,-86.14001,Domino's Pizza,IN
Columbus,39.21704,-85.88333,Jimmy John's,IN
Fort Lauderdale,26.144903907,-80.130195999,Wendy's,FL
Frederick,39.44948,-77.38371,Firehouse Subs,MD
Honolulu,21.349177,-157.930853,Arby's,HI
Capitol Heights,38.8738,-76.93077,Tasty Carryout,MD
La Plata,38.52855,-76.98325,Sonic Drive-In,MD
Kailua,21.406261,-157.74478,McDonald's,HI
Towson,39.39763,-76.60279,Domino's Pizza,MD
Aberdeen,39.4971,-76.17776,McDonald's,MD
Hyattsville,38.96782,-76.95236,QDOBA Mexican Eats,MD
Capitol Heights,38.886162,-76.902874,Subway,MD
Pasadena,39.13162,-76.55793,McDonald's,MD
Baltimore,39.35243,-76.56119,Domino's Pizza,MD
Greenbelt,38.99718,-76.90638,Boston Market,MD
Montgomery,30.359922,-95.60054,Panera Bread,TX
Cle Elum,47.19452,-120.95322,Taco Bell,WA
Clermont,28.539043,-81.738181,Arby's,FL
Lewiston,46.42173,-117.02657,Domino's Pizza,ID
Dearborn,42.318844,-83.187423,Burger King,MI
Philadelphia,40.06227,-75.23743,McDonald's,PA
Reston,38.9782,-77.3493,Boston Market,VA
Orange,38.2471,-78.11164,McDonald's,VA
Osseo,45.06941,-93.40305,Subway,MN
Fairborn,39.783357,-83.998844,Waffle House,OH
Hillsborough,36.05675,-79.08362,McDonald's,NC
Shelby,35.26783,-81.48491,Chick-Fil-A,NC
Addison,41.93787,-88.00298,Taco Bell,IL
Suitland,38.81918,-76.8897,Checkers,MD
Princeton,40.303088,-74.675622,McDonald's,NJ
Linden,40.61692,-74.25161,Checkers,NJ
Saint Peters,38.79353,-90.62339,Domino's Pizza,MO
Festus,38.21159,-90.40392,McDonald's,MO
Kansas City,39.13528,-94.58104,Sonic Drive-In,MO
Lees Summit,38.9261,-94.35902,Domino's Pizza,MO
Washington,38.536201,-91.003442,McDonald's,MO
Los Alamos,35.87872,-106.29433,Domino's Pizza,NM
Eatontown,40.302814,-74.06978,Domino's Pizza,NJ
Flemington,40.49981,-74.85422,McDonald's,NJ
Fredericksburg,38.2958,-77.49797,McDonald's,VA
Romulus,42.231619,-83.386286,Taco Bell,MI
Glendora,34.1291,-117.8302,McDonald's,CA
Algonac,42.615002,-82.542808,Taco Bell,MI
Johnson City,42.126495,-75.971326,Taco Bell,NY
Hartford,41.741991,-72.713215,Popeyes Louisiana Kitchen,CT
Ocean City,38.32601,-75.08771,Thrasher's French Fries,MD
Hartford,41.742315,-72.711438,Taco Bell,CT
Wilkes Barre,41.223,-75.8811,Taco Bell,PA
Godfrey,38.94631,-90.19022,Arby's,IL
Winnemucca,40.97216,-117.73737,Jack in the Box,NV
Bolingbrook,41.70906,-88.06908,Checkers,IL
Rochelle,41.93549,-89.0322,Hub City Express,IL
Las Vegas,36.12267,-115.24317,McDonald's,NV
Dekalb,41.93665,-88.77142,Domino's Pizza,IL
Aurora,41.7607,-88.32242,Domino's Pizza,IL
Minden,38.95736,-119.7711,Domino's Pizza,NV
Lombard,41.86021,-87.9862,Domino's Pizza,IL
Rifle,39.52207,-107.77538,Taco Bell,CO
Rockford,42.22767,-89.02939,Taco John's,IL
Mount Vernon,38.31559,-88.92647,McDonald's,IL
Austin,30.2737,-97.7987,McDonald's,TX
Fort Worth,32.80784,-97.41628,Whataburger,TX
Lafayette,36.5342,-86.0312,SONIC Drive In,TN
Columbia,34.0668,-80.9575,McDonald's,SC
Saint Louis,38.61167,-90.32323,Raising Cane's Chicken Fingers,MO
Saint Paul,45.03852,-93.01707,Culvers,MN
Okemos,42.72176,-84.42623,Chick-fil-A,MI
Midvale,40.62133,-111.91241,Subway,UT
Lexington,34.01367,-81.15258,Chick-fil-A,SC
Howell,42.62788,-83.87523,Domino's Pizza,MI
Florence,38.99348,-84.62541,Domino's Pizza,KY
Versailles,38.0512,-84.711336,Bojangles' Famous Chicken 'n Biscuits,KY
Concord,43.19397,-71.52768,Burger King,NH
Binghamton,42.10418,-75.87678,McDonald's,NY
Modesto,37.653717,-120.958873,McDonald's,CA
Caseyville,38.615170155,-90.044693267,Hardee's / Red Burrito,IL
Modesto,37.702859,-120.998383,Carl's Jr.,CA
Riverbank,37.73306,-120.96001,Pizza Hut,CA
Fort Myers,26.62751,-81.87219,Jimmy John's,FL
Malvern,40.03591,-75.56479,Domino's Pizza,PA
Fort Lauderdale,26.04803,-80.16831,Shloma Inc,FL
Coatesville,39.98304,-75.85323,Domino's Pizza,PA
Murfreesboro,35.85525,-86.40363,Checkers,TN
Rockford,42.228067,-89.072164,Taco Bell,IL
Chesterton,41.616722,-87.044027,McDonald's,IN
Loves Park,42.3186,-89.0316,SONIC Drive In,IL
Lawrence,42.6896,-71.1527,KFC,MA
Cincinnati,39.285188,-84.445705,Taco Bell,OH
Greenville,34.85327,-82.45325,Waffle House,SC
Brockton,42.08959,-71.04739,Five Guys,MA
Andalusia,31.29357,-86.50141,Burger King,AL
Wellington,26.6724,-80.2469,Boston Market,FL
Clearwater,28.0098,-82.7091,McDonald's,FL
Sturgis,44.41719,-103.53732,Subway,SD
Fort Eustis,37.157894,-76.57834,Burger King,VA
Huron,44.371035,-98.214141,Taco John's,SD
Brandon,43.60502,-96.57156,McDonald's,SD
Chamberlain,43.80915,-99.33205,McDonald's,SD
Capitol Heights,38.886166,-76.902839,Taco Bell,MD
Gilbert,33.33657,-111.75707,Domino's Pizza,AZ
Capitol Heights,38.87348,-76.93148,McDonald's,MD
Buckeye,33.43933,-112.55656,Jimmy John's,AZ
Sturgis,44.398755,-103.508367,Taco John's,SD
Falls Church,38.8926,-77.18698,Domino's Pizza,VA
Asheboro,35.6873,-79.8224,Bojangles' Famous Chicken 'n Biscuits,NC
Richmond,39.866156,-84.888583,McDonald's,IN
Cumberland,39.63143,-78.83501,Chick-fil-A,MD
Paso Robles,35.61491,-120.681128,McDonald's,CA
Manchester,42.956836,-71.431785,Arby's,NH
Richmond,39.86184,-84.88809,Taco Bell,IN
Metairie,29.99963,-90.12516,Raising Cane's Chicken Fingers,LA
Memphis,35.13625,-90.00581,Pizza Hut,TN
Memphis,35.02005,-90.02536,Pizza Hut,TN
Amory,33.98012,-88.47602,Taco Bell,MS
Amory,33.96796,-88.45946,SONIC Drive In,MS
Greenville,33.39952,-91.0349,McDonald's,MS
Douglasville,33.70485,-84.77148,Domino's Pizza,GA
Savannah,32.02979,-81.112896,Checkers,GA
Winnsboro,34.36667,-81.09983,SONIC Drive In,SC
Wellford,34.951393,-82.092705,Domino's Pizza,SC
Ripley,34.72488,-88.94752,SONIC Drive-In,MS
Palmetto,33.529248,-84.659912,Bojangles' Famous Chicken 'n Biscuits,GA
Snellville,33.85697,-84.00959,Domino's Pizza,GA
Canton,34.17011,-84.4142,Culver's,GA
Overland Park,38.8561,-94.68306,Subway,KS
Columbus,32.55969,-84.905862,Bojangles' Famous Chicken 'n Biscuits,GA
Morton,40.61717,-89.46484,McDonald's,IL
Hyattsville,38.95163,-76.96852,Subway,MD
Kyle,30.01177,-97.86253,Chick-fil-A,TX
Denham Springs,30.45746,-90.95559,Waffle House,LA
Cincinnati,39.1619,-84.5397,KFC,OH
Burlington,48.468898,-122.342836,McDonald's,WA
Enola,40.30014,-76.928024,McDonald's,PA
Winston Salem,36.06513,-80.30183,McDonald's,NC
Winston Salem,36.151544,-80.279716,Taco Bell,NC
Winston Salem,36.15126,-80.28328,McDonald's,NC
Bishopville,34.208255,-80.263308,Waffle House,SC
Bishopville,34.19709,-80.27686,McDonald's,SC
Lebanon,44.52464,-122.90761,Domino's Pizza,OR
Seaside,45.98959,-123.9214,Taco Bell,OR
Lake Oswego,45.40643,-122.67708,Domino's Pizza,OR
Kennewick,46.22811,-119.24318,McDonald's,WA
Richland,46.25908,-119.3105,McDonald's,WA
Olympia,47.04901,-122.8243,Domino's Pizza,WA
Richland,46.258163,-119.30787,QDOBA Mexican Eats,WA
Issaquah,47.54208,-122.0453,Taco Bell,WA
Yakima,46.60244,-120.50662,McDonald's,WA
Fayetteville,34.9293,-78.85539,McDonald's,NC
Pelham,33.33505,-86.78324,McDonald's,AL
Orange Beach,30.29151,-87.58177,Bravo Tacos,AL
Phenix City,32.407818,-85.095085,Pizza Hut,AL
Foley,30.3836,-87.68386,Checkers,AL
Athens,34.803604,-86.97073,Pizza Hut,AL
Clanton,32.844788,-86.59172,Arby's,AL
Vidalia,32.214938,-82.407047,Taco Bell,GA
Holly Springs,34.74961,-89.45097,McDonald's,MS
Geneva,31.04954,-85.89938,Taco Bell,AL
Moody,33.570066,-86.520654,Krystal,AL
Antioch,42.47127,-88.09408,McDonald's,IL
Pineville,36.76392,-83.70281,McDonald's,KY
Santa Fe,35.9937,-106.0542,McDonalds,NM
Nashua,42.77873,-71.49765,Domino's Pizza,NH
North Myrtle Beach,33.843072,-78.658612,Bojangles' Famous Chicken 'n Biscuits,SC
Washington,38.89668,-77.02662,QDOBA Mexican Eats,DC
Winston Salem,36.12142,-80.36848,McDonalds,NC
Killeen,31.1048,-97.7497,Taco Bell,TX
Hagerstown,39.646532,-77.725908,Roy Rogers,MD
Cortland,42.57436,-76.21783,McDonald's,NY
Michigan City,41.666592,-86.894022,McDonald's,IN
Lompoc,34.66303,-120.457224,Taco Bell,CA
Winston Salem,36.156151,-80.316442,Taco Bell,NC
Elmira,42.15506,-76.87981,Taco Bell,NY
Franklin,35.16296,-83.39071,SONIC Drive In,NC
Salisbury,38.40015,-75.57026,Chick-fil-A,MD
Ocean City,38.36084,-75.07348,McDonald's,MD
Kingston,42.010554,-70.732372,McDonald's,MA
Ocean City,38.334984,-75.100486,Wendy's,MD
Springdale,36.159022,-94.118866,Pizza Hut,AR
Orlando,28.59996,-81.20823,McDonald's,FL
Reidsville,36.347821,-79.692926,Taco Bell,NC
Greenbrier,35.22812,-92.38821,McDonald's,AR
Fort Lauderdale,26.11671,-80.10513,Jimmy John's,FL
Avon Park,27.5917,-81.51354,Taco Bell,FL
Springfield,39.71452,-89.64022,McDonald's,IL
Saint Louis,38.56475,-90.35743,Domino's Pizza,MO
Lakeland,28.02634,-81.97449,McDonald's,FL
East Saint Louis,38.55403,-90.16703,Rally's,IL
Kissimmee,28.34523,-81.36651,Domino's Pizza,FL
Grimes,41.6869,-93.76961,Taco John's,IA
Fort Lauderdale,26.12961,-80.15149,Jimmy John's,FL
Jacksonville,39.723211,-90.236875,McDonald's,IL
Wickenburg,33.9681,-112.7209,Burger King,AZ
Lake Zurich,42.16133,-88.05083,Papagus Gyros,IL
Riverside,33.882433,-117.365813,Jack in the Box,CA
Upland,34.107698,-117.633928,Arby's,CA
Jonesboro,35.8307,-90.66926,Jimmy John's,AR
Monticello,33.63159,-91.80194,SONIC Drive In,AR
Maumelle,34.82604,-92.38331,McDonald's,AR
Malvern,34.3918,-92.82907,Domino's Pizza,AR
Clarksville,35.47104,-93.46233,Domino's Pizza,AR
Rogers,36.35521,-94.14683,Domino's Pizza,AR
Harrison,36.25339,-93.12161,Domino's Pizza,AR
Conway,35.09174,-92.42498,Rally's,AR
Maumelle,34.8506,-92.40422,Pizza Hut,AR
Mena,34.58852,-94.22589,SUBWAY,AR
Malvern,34.36287,-92.80953,McDonald's,AR
Conway,35.091635,-92.426533,Taco Bell,AR
Springdale,36.18032,-94.13939,McDonald's,AR
Dumas,33.88011,-91.48272,McDonald's,AR
Silver Spring,38.9951,-77.0302,McDonald's,MD
Hamilton,39.37711,-84.5489,Rally's,OH
Lima,40.73993,-84.11283,McDonald's,OH
Saranac Lake,44.31298,-74.1158,McDonald's,NY
Zanesville,39.98536,-82.02189,Jimmy John's,OH
Canton,40.85562,-81.42753,Sarku Japan,OH
Ashtabula,41.86215,-80.79902,Taco Bell,OH
Clermont,28.56577,-81.74188,Domino's Pizza,FL
Tampa,27.98365,-82.56763,Domino's Pizza,FL
Pompano Beach,26.21268,-80.15674,Checkers,FL
Windermere,28.445279,-81.559319,Taco Bell,FL
West Palm Beach,26.63877,-80.11288,McDonald's,FL
Lake Mary,28.75531,-81.34562,Domino's Pizza,FL
Tampa,27.981035,-82.490624,Checkers,FL
Atlanta,33.12621,-94.17888,Taco Bell,TX
Fort Lauderdale,26.1488,-80.2539,Burger King,FL
Lakehurst,40.01413,-74.31119,McDonald's,NJ
Jackson,37.36939,-89.64272,McDonald's,MO
Wisconsin Rapids,44.378324,-89.817212,Hardee's,WI
Lampasas,31.05988,-98.18056,Taco Bell,TX
Gallup,35.5342,-108.75837,Taco Bell,NM
Gallup,35.50744,-108.81787,Taco Bell,NM
Mooresville,35.55726,-80.8611,Arby's,NC
Pflugerville,30.4465,-97.647,SONIC Drive In,TX
Fort Lauderdale,26.1667,-80.1464,Burger King,FL
West Hartford,41.7827,-72.7465,Five Guys,CT
Smithville,39.3619,-94.5833,McDonald's,MO
Fort Lauderdale,26.1642,-80.2245,McDonald's,FL
Fairfield,38.279,-122.0352,McDonald's,CA
Covington,30.4762,-90.0862,McDonald's,LA
Fort Lauderdale,26.060851,-80.313253,Burger King,FL
Centralia,38.529395,-89.151265,Taco Bell,IL
Pinckney,42.4574,-83.9325,McDonald's,MI
Saint Charles,38.7623,-90.5317,SONIC Drive In,MO
Minneapolis,45.055119,-93.370138,Taco Bell,MN
Utica,42.629,-82.9925,Boston Market,MI
Evansville,38.0934,-87.5542,Wendy's,IN
Pacific,38.4841,-90.7599,McDonalds,MO
Braidwood,41.2657,-88.2085,McDonald's,IL
York,34.9858,-81.2119,McDonald's,SC
Ecorse,42.255253,-83.139425,Burger King,MI
Waynesville,35.46595,-83.00695,Taco Bell,NC
Crestwood,38.3241,-85.4727,DQ Grill & Chill,KY
Indianapolis,39.787824,-86.215854,Burger King,IN
Randleman,35.8236,-79.8183,Waffle House,NC
Shelbyville,39.5195,-85.7519,McDonalds,IN
Towson,39.4091,-76.6091,Five Guys,MD
Saint Paul,44.9554,-93.1653,McDonald's,MN
Mission,39.0226,-94.6654,Burger King,KS
Chalfont,40.2658,-75.2267,McDonalds,PA
Frederick,39.4522,-77.3901,Chick-Fil-A,MD
Cincinnati,39.297,-84.5251,KFC,OH
Howell,42.6143,-83.9594,McDonald's,MI
Charlotte,42.5726,-84.8224,Rally's,MI
Belleville,42.216496,-83.485225,Burger King,MI
Brockton,42.0813,-70.9919,McDonald's,MA
Kenner,30.0063,-90.23939,McDonald's,LA
Round Lake,42.3799,-88.0648,McDonald's,IL
Hinsdale,41.7836,-87.9083,McDonald's,IL
Higginsville,39.0665,-93.7326,SONIC Drive In,MO
Evansville,37.977295,-87.476941,Arby's,IN
Ellijay,34.68424,-84.4751,Arby's,GA
Portland,43.66353,-70.25858,Taqueria,ME
Reno,39.46976,-119.7858,Taqueria,NV
Eden,36.491139,-79.740363,Bojangles' Famous Chicken 'n Biscuits,NC
Randleman,35.822361,-79.823223,Taco Bell,NC
Paramus,40.9154,-74.0507,McDonald's,NJ
Altoona,41.64394,-93.46845,Domino's Pizza,IA
Bensalem,40.0965,-74.9458,Mcdonald's,PA
Saint Louis,38.70235,-90.29316,Church's Chicken,MO
Louisville,38.13148,-85.68236,Long John Silvers,KY
North Miami Beach,25.944633,-80.12117,Burger King,FL
Marshall,35.9073,-92.6591,SONIC Drive In,AR
Dawsonville,34.3635,-84.0377,McDonald's,GA
Fort Lauderdale,26.0581,-80.2018,Burger King,FL
Liberty,39.2679,-94.451,McDonald's,MO
Greenwood,39.5786,-86.1596,McDonald's,IN
Fort Lauderdale,26.1255,-80.3605,Burger King,FL
Billings,45.78267,-108.50652,Jimmy John's,MT
Jefferson City,38.552,-92.19823,Burger King,MO
Leesburg,28.822,-81.7847,McDonald's,FL
Martinsville,39.4055,-86.4371,Long John Silvers,IN
Shepherdsville,37.99327,-85.7228,McDonald's,KY
Des Moines,41.5847,-93.6291,Panera Bread,IA
Arnold,38.445,-90.3759,McDonald's,MO
Dunlap,35.3665,-85.3922,SONIC Drive In,TN
Monroe,35.0034,-80.5553,KFC,NC
Asheville,35.5521,-82.4738,SONIC Drive In,NC
High Point,35.901889,-79.948915,Bojangles' Famous Chicken 'n Biscuits,NC
Cottage Grove,44.8295,-92.9587,McDonald's,MN
Superior,46.7209,-92.0878,A & W Family Restaurant,WI
Kennebunk,43.39262,-70.53269,McDonald's,ME
Harwood Heights,41.959271,-87.807202,Burger King,IL
Minneapolis,44.9369,-93.3883,Burger King,MN
Hyattsville,38.89094,-76.85438,McDonald's,MD
Mandan,46.82098,-100.85757,McDonald's,ND
Park Hills,37.874658,-90.512366,McDonald's,MO
Wilkes Barre,41.232207,-75.921586,McDonald's,PA
Pennsauken,39.93666,-75.07733,McDonald's,NJ
Douglas,31.339884,-109.524268,Taco Bell,AZ
Buckeye,33.44159,-112.55625,McDonald's,AZ
Dumfries,38.576796,-77.322092,Taco Bell,VA
Mesa,33.32068,-111.68679,Jimmy John's,AZ
Princeton,45.56685,-93.58063,Taco John's,MN
Sahuarita,31.95734,-110.98185,McDonald's,AZ
Chandler,33.27552,-111.84221,Sonic Drive In,AZ
Gallup,35.53668,-108.75949,Sonic Drive-In,NM
Kingman,35.32279,-114.03095,McDonald's,AZ
Benson,31.98826,-110.29411,Taco Bell,AZ
Queen Creek,33.28516,-111.68553,Domino's Pizza,AZ
Kingman,35.21827,-114.00798,McDonald's,AZ
Glendale,33.534878,-112.32674,McDonald's,AZ
Saint Paul,45.04873,-93.14716,Domino's Pizza,MN
Chandler,33.26144,-111.85683,Domino's Pizza,AZ
Ithaca,42.483505,-76.491362,Arby's,NY
Rocky Mount,35.946392,-77.76416,Bojangles' Famous Chicken 'n Biscuits,NC
Painesville,41.684828,-81.292501,Arby's,OH
Rocky Mount,35.94444,-77.77574,McDonald's,NC
Rhinelander,45.6338,-89.3824,Taco John's,WI
Cheyenne,41.1716,-104.8293,McDonald's,WY
Gardendale,33.654425,-86.81143,Krystal,AL
Rhinelander,45.63698,-89.41083,McDonald's,WI
Medford,45.1506,-90.3338,KFC,WI
Walton,38.91843,-84.627,Domino's Pizza,KY
Milford,41.24244,-73.03178,Boston Market,CT
Marysville,39.1256,-121.57774,Taco Bell,CA
North Manchester,41.000214,-85.789505,KFC,IN
Benton,36.86645,-88.35001,Sonic Drive-In,KY
Greenup,38.575537,-82.839607,McDonald's,KY
Louisville,38.25043,-85.62325,McDonald's,KY
Paintsville,37.82339,-82.82454,McDonald's,KY
Beaver Dam,37.41589,-86.87827,Taco Bell,KY
Metairie,30.01899,-90.12337,Domino's Pizza,LA
Lincoln,38.87249,-121.30413,In-N-Out Burger,CA
Bowling Green,37.007874,-86.455894,Rally's,KY
Bowling Green,37.01124,-86.38837,Subway,KY
Independence,38.94402,-84.50807,Domino's Pizza,KY
Bowling Green,36.97928,-86.46848,Rally's,KY
Monroe,32.50026,-92.06069,Chick-fil-A,LA
Madison,38.77514,-85.40144,Wendy's,IN
Greensburg,39.35954,-85.47795,Domino's Pizza,IN
New Roads,30.68993,-91.46859,Sonic Drive-In,LA
Hartford,41.766631,-72.706785,Subway,CT
Indianapolis,39.69348,-86.19131,Arby's,IN
Sylva,35.36112,-83.20219,Ryan's,NC
Cathedral City,33.799166,-116.458284,Jack in the Box,CA
Chelsea,42.29889,-84.02542,Taco Bell,MI
Alexandria,38.9833,-84.3984,Wendy's,KY
Nebraska City,40.65335,-95.8592,Taco John's,NE
Tunkhannock,41.538618,-75.949492,McDonalds,PA
Saint Paul,45.07654,-93.01656,Taco John's,MN
Salamanca,42.15704,-78.74814,Burger King,NY
Palm Springs,33.852797,-116.551202,Carl's Jr.,CA
Ft Mitchell,39.047447,-84.577327,Arby's,KY
Santa Maria,34.95612,-120.43497,McDonald's,CA
Santa Maria,34.92961,-120.43537,McDonald's,CA
Winslow,35.037496,-110.698045,Taco Bell,AZ
Cincinnati,39.0954,-84.6118,Wendy's,OH
New Castle,39.931046,-85.38152,Burger King,IN
Malden On Hudson,42.09509,-73.935135,McDonalds,NY
Newport,39.00873958,-84.47013574,SUBWAY,KY
Cody,44.5161,-109.0897,Arby's,WY
Laramie,41.3092,-105.5654,Arby's,WY
Rhinelander,45.636208,-89.380332,Taco Bell,WI
Cynthiana,38.37882,-84.30943,Taco Bell,KY
Glasgow,37.02118,-85.93744,McDonald's,KY
Cave City,37.13447,-85.97104,McDonalds,KY
Winchester,40.16249,-84.96537,Taco Bell,IN
Erlanger,39.01912,-84.59257,Pizza Hut,KY
Rockville,39.05859,-77.12215,QDOBA Mexican Eats,MD
Hyannis,41.67018,-70.30102,Chick-fil-A,MA
Amelia,39.01817,-84.20206,Pizza Hut,OH
Swainsboro,32.58516,-82.32189,SONIC Drive In,GA
Bedford,38.86148,-86.51405,Taco Bell,IN
Emerson,40.9753,-74.0265,Boston Market,NJ
Bedford,41.3677,-81.5102,McDonald's,OH
Brooklyn,40.6447,-73.9216,McDonald's,NY
Amityville,40.6712,-73.4221,Five Guys,NY
Cream Ridge,40.1495,-74.4396,Burger King,NJ
North Charleston,32.867673,-79.99095,Wendy's,SC
Fountain Inn,34.68789,-82.196594,Bojangles' Famous Chicken 'n Biscuits,SC
Morganton,35.735636,-81.726125,Taco Bell,NC
Cleveland,41.432141,-81.525278,Burger King,OH
Montgomery,30.3599,-95.5976,McDonald's,TX
Liverpool,43.1859,-76.2463,McDonald's,NY
Dickson,35.9918,-87.4882,McDonald's,TN
North Brunswick,40.4669,-74.4536,McDonald's,NJ
Louisville,35.8472,-83.9922,McDonald's,TN
Franklin,35.9159,-86.8292,McDonald's,TN
Oklahoma City,35.5665,-97.6567,McDonald's,OK
Canastota,43.0883,-75.7515,McDonald's,NY
Columbia,34.01855,-80.96866,Jimmy Johns,SC
Vancouver,45.6156,-122.5043,Chick-fil-A,WA
Elgin,30.3374,-97.3725,McDonald's,TX
Greenville,34.887973,-82.386185,Bojangles' Famous Chicken 'n Biscuits,SC
Laurens,34.505661,-82.016794,Bojangles' Famous Chicken 'n Biscuits,SC
Charleston,32.7832,-79.9373,Chick-fil-A,SC
Grand Prairie,32.7099,-97.0028,McDonalds,TX
Phillipsburg,40.6784,-75.1428,McDonald's,NJ
Streetsboro,41.2421,-81.354,McDonald's,OH
Smyrna,35.96275,-86.49653,Checkers,TN
Boise,43.59431,-116.1937,Pizza Hut,ID
Anoka,45.22111,-93.42991,Taco John's,MN
Hutchinson,44.85717,-94.37552,QDOBA Mexican Eats,MN
Byron,32.66015,-83.74265,Krystal,GA
Cambridge,45.57219,-93.21345,McDonald's,MN
Mankato,44.173429,-94.03363,Taco John's,MN
Minneapolis,45.07156,-93.26402,McDonald's,MN
Winona,44.050998,-91.683289,McDonald's,MN
Saint Paul,44.95146,-93.01143,Domino's Pizza,MN
Milwaukee,43.11887,-87.91084,Jimmy John's,WI
Austin,43.685,-92.98597,Pizza Hut,MN
Woodstock,34.1116,-84.55355,Domino's Pizza,GA
Centerville,32.62046,-83.68719,Chick-fil-A,GA
Saint Paul,45.09584,-93.19277,McDonald's,MN
Sand Springs,36.1086,-96.1163,SONIC Drive In,OK
Council Bluffs,41.26219,-95.88145,Raising Cane's Chicken Fingers,IA
Guthrie,35.878749,-97.396817,Arby's,OK
Round Lake,42.37906,-88.09191,Hardee's,IL
Saint Petersburg,27.74857,-82.70228,McDonald's,FL
Groveland,28.56546,-81.87023,Domino's Pizza,FL
Altamonte Springs,28.66222,-81.39877,Checkers,FL
Plantation,26.117586,-80.25059,Jimmy John's,FL
Portland,45.52329,-122.68366,Taqueria,OR
Myrtle Beach,33.713707,-78.899606,Taco Bell,SC
Miami,25.623972,-80.413689,Los Verdes,FL
Oklahoma City,35.518436,-97.57464,Long John Silver's,OK
Tallahassee,30.43398,-84.25146,Chick-Fil-A,FL
Louisburg,36.084667,-78.306835,Bojangles' Famous Chicken 'n Biscuits,NC
Virginia Beach,36.87015,-76.16304,Pizza Hut,VA
Roswell,33.39412,-104.54048,SONIC Drive In,NM
Camden Wyoming,39.1009,-75.544,Taco Bell,DE
Espanola,35.98694,-106.0577,Sonic Drive-In,NM
Rio Rancho,35.23861,-106.666664,Whataburger,NM
Hayti,36.239475,-89.75161,Pizza Hut,MO
Excelsior Springs,39.33186,-94.26779,McDonald's,MO
Wentzville,38.81891,-90.8779,Jimmy John's,MO
Farmington,36.739051,-108.17748,Taco Bell,NM
Socorro,34.0715,-106.89355,Sonic Drive-In,NM
Grants,35.1576,-107.87055,McDonald's,NM
Belen,34.66849,-106.77512,Sonic Drive-In,NM
Carlsbad,32.43885,-104.2545,Sonic Drive-In,NM
Carlsbad,32.43591,-104.24263,Taco Bell,NM
